# Analysis title: MHCI_chipseq_diff_peaks_top1k analysis from Cistrome-GO
# Mode: Solo mode
# Specie: hg38
# Peak bed file name: MHCI_chipseq_diff_peaks_top1k.bed
# Top peaks to use: 10000
# Half-decay distance: 1000bp
# FDR cutoff of GO/KEGG terms to return: 0.2
# Minimum and maximum gene number in GO and KEGG gene sets: 10, 2000
# Term	N,n,B,b	Erichment	p_value	FDR	Gene_number
zinc ion transport(GO:0006829)	16990, 0, 27, 0	0.0	1.0	1.0	27
hormone-mediated signaling pathway(GO:0009755)	16990, 99, 177, 5	4.848	0.0129143681802	0.265462012593	177
regulation of cell adhesion mediated by integrin(GO:0033628)	16990, 128, 46, 1	2.886	0.295737608868	0.889061186658	46
translational termination(GO:0006415)	16990, 0, 95, 0	0.0	1.0	1.0	95
regulation of cell proliferation involved in heart morphogenesis(GO:2000136)	16990, 28, 17, 1	35.693	0.0343928326025	0.375814159615	17
adult heart development(GO:0007512)	16990, 0, 14, 0	0.0	1.0	1.0	14
posttranscriptional regulation of gene expression(GO:0010608)	16990, 130, 437, 8	2.393	0.0683037114531	0.471623039934	437
behavioral response to cocaine(GO:0048148)	16990, 0, 20, 0	0.0	1.0	1.0	20
protein modification by small protein conjugation or removal(GO:0070647)	16990, 144, 920, 15	1.924	0.0550858926335	0.432542310357	920
protein modification by small protein removal(GO:0070646)	16990, 11, 284, 1	5.439	0.355177949223	0.992245437726	284
mitotic cell cycle arrest(GO:0071850)	16990, 0, 15, 0	0.0	1.0	1.0	15
proton transmembrane transport(GO:1902600)	16990, 0, 134, 0	0.0	1.0	1.0	134
tRNA threonylcarbamoyladenosine metabolic process(GO:0070525)	16990, 0, 11, 0	0.0	1.0	1.0	11
meiosis I cell cycle process(GO:0061982)	16990, 0, 59, 0	0.0	1.0	1.0	59
positive regulation of fibroblast proliferation(GO:0048146)	16990, 0, 52, 0	0.0	1.0	1.0	52
negative regulation of protein localization to cell periphery(GO:1904376)	16990, 18, 24, 1	39.329	0.0404183593921	0.394583567549	24
regulation of keratinocyte proliferation(GO:0010837)	16990, 0, 30, 0	0.0	1.0	1.0	30
interleukin-12-mediated signaling pathway(GO:0035722)	16990, 0, 46, 0	0.0	1.0	1.0	46
cellular homeostasis(GO:0019725)	16990, 148, 838, 12	1.644	0.227930113442	0.771491269688	838
cytokinesis(GO:0000910)	16990, 0, 76, 0	0.0	1.0	1.0	76
spinal cord motor neuron differentiation(GO:0021522)	16990, 0, 19, 0	0.0	1.0	1.0	19
regulation of ubiquitin protein ligase activity(GO:1904666)	16990, 0, 21, 0	0.0	1.0	1.0	21
spinal cord association neuron differentiation(GO:0021527)	16990, 0, 13, 0	0.0	1.0	1.0	13
regulation of phospholipase A2 activity(GO:0032429)	16990, 0, 12, 0	0.0	1.0	1.0	12
regulation of interleukin-8 secretion(GO:2000482)	16990, 0, 24, 0	0.0	1.0	1.0	24
positive regulation of interleukin-8 secretion(GO:2000484)	16990, 0, 15, 0	0.0	1.0	1.0	15
positive regulation of ubiquitin protein ligase activity(GO:1904668)	16990, 0, 12, 0	0.0	1.0	1.0	12
cardiac right ventricle morphogenesis(GO:0003215)	16990, 0, 13, 0	0.0	1.0	1.0	13
negative regulation of cellular component organization(GO:0051129)	16990, 154, 672, 13	2.134	0.0382672350378	0.385195331307	672
regulation of mesonephros development(GO:0061217)	16990, 69, 26, 1	9.47	0.107213274289	0.548438392825	26
negative regulation of fibroblast growth factor receptor signaling pathway(GO:0040037)	16990, 0, 16, 0	0.0	1.0	1.0	16
regulation of fibroblast growth factor receptor signaling pathway(GO:0040036)	16990, 0, 30, 0	0.0	1.0	1.0	30
regulation of development, heterochronic(GO:0040034)	16990, 0, 13, 0	0.0	1.0	1.0	13
modulation by host of viral genome replication(GO:0044827)	16990, 19, 14, 1	63.872	0.0208342385842	0.307400882177	14
cartilage development(GO:0051216)	16990, 0, 71, 0	0.0	1.0	1.0	71
phospholipase C-activating G protein-coupled receptor signaling pathway(GO:0007200)	16990, 136, 69, 1	1.811	0.427698917049	1.0	69
cell cycle process(GO:0022402)	16990, 10, 944, 1	1.8	0.767133749495	1.0	944
activation of phospholipase C activity(GO:0007202)	16990, 136, 30, 1	4.164	0.214767083665	0.74584781311	30
protein kinase C-activating G protein-coupled receptor signaling pathway(GO:0007205)	16990, 0, 28, 0	0.0	1.0	1.0	28
positive regulation of mesonephros development(GO:0061213)	16990, 69, 22, 1	11.192	0.0906228991886	0.52517607843	22
removal of superoxide radicals(GO:0019430)	16990, 0, 13, 0	0.0	1.0	1.0	13
protein kinase A signaling(GO:0010737)	16990, 0, 11, 0	0.0	1.0	1.0	11
bone remodeling(GO:0046849)	16990, 0, 15, 0	0.0	1.0	1.0	15
modulation of excitatory postsynaptic potential(GO:0098815)	16990, 140, 39, 1	3.112	0.276407332074	0.856638391928	39
positive regulation of interleukin-12 production(GO:0032735)	16990, 134, 32, 1	3.962	0.224514712027	0.76373109254	32
filopodium assembly(GO:0046847)	16990, 0, 18, 0	0.0	1.0	1.0	18
regulation of protein localization to cell surface(GO:2000008)	16990, 124, 37, 1	3.703	0.239121570163	0.792131372234	37
regulation of protein kinase A signaling(GO:0010738)	16990, 0, 20, 0	0.0	1.0	1.0	20
protein hydroxylation(GO:0018126)	16990, 0, 25, 0	0.0	1.0	1.0	25
positive regulation of interleukin-1 production(GO:0032732)	16990, 7, 48, 2	101.131	0.000477144340749	0.0388993945593	48
regulation of granulocyte macrophage colony-stimulating factor production(GO:0032645)	16990, 0, 15, 0	0.0	1.0	1.0	15
myeloid cell differentiation(GO:0030099)	16990, 0, 165, 0	0.0	1.0	1.0	165
bicarbonate transport(GO:0015701)	16990, 0, 42, 0	0.0	1.0	1.0	42
nuclear RNA surveillance(GO:0071027)	16990, 0, 11, 0	0.0	1.0	1.0	11
regulation of fibroblast apoptotic process(GO:2000269)	16990, 47, 16, 1	22.593	0.0476546814856	0.417520979865	16
glial cell development(GO:0021782)	16990, 0, 51, 0	0.0	1.0	1.0	51
regulation of chemokine production(GO:0032642)	16990, 121, 73, 1	1.923	0.412482941028	1.0	73
positive regulation of muscle tissue development(GO:1901863)	16990, 22, 70, 1	11.032	0.144860595363	0.615529561568	70
calcium ion transmembrane transport(GO:0070588)	16990, 106, 191, 3	2.518	0.250585562602	0.80677145657	191
NIK/NF-kappaB signaling(GO:0038061)	16990, 0, 18, 0	0.0	1.0	1.0	18
regulation of interferon-gamma production(GO:0032649)	16990, 130, 95, 1	1.376	0.522770722502	1.0	95
regulation of interferon-beta production(GO:0032648)	16990, 123, 48, 1	2.878	0.297248666695	0.890885989024	48
collagen-activated signaling pathway(GO:0038065)	16990, 0, 13, 0	0.0	1.0	1.0	13
ammonium transmembrane transport(GO:0072488)	16990, 0, 17, 0	0.0	1.0	1.0	17
regulation of humoral immune response mediated by circulating immunoglobulin(GO:0002923)	16990, 0, 11, 0	0.0	1.0	1.0	11
positive regulation of humoral immune response(GO:0002922)	16990, 0, 16, 0	0.0	1.0	1.0	16
negative regulation of humoral immune response(GO:0002921)	16990, 0, 12, 0	0.0	1.0	1.0	12
regulation of humoral immune response(GO:0002920)	16990, 59, 69, 1	4.173	0.258868508736	0.824271709045	69
action potential(GO:0001508)	16990, 0, 80, 0	0.0	1.0	1.0	80
negative regulation of myotube differentiation(GO:0010832)	16990, 91, 17, 1	10.983	0.0889316616438	0.520395972436	17
regulation of osteoclast differentiation(GO:0045670)	16990, 0, 64, 0	0.0	1.0	1.0	64
cardiac muscle cell proliferation(GO:0060038)	16990, 0, 12, 0	0.0	1.0	1.0	12
regulation of mitotic cell cycle(GO:0007346)	16990, 122, 585, 1	0.238	0.99048150161	1.0	585
response to amine(GO:0014075)	16990, 0, 46, 0	0.0	1.0	1.0	46
acrosome reaction(GO:0007340)	16990, 93, 16, 1	11.418	0.0854751182431	0.51263755455	16
actin filament-based process(GO:0030029)	16990, 38, 378, 1	1.183	0.763686167361	1.0	378
fusion of sperm to egg plasma membrane involved in single fertilization(GO:0007342)	16990, 0, 16, 0	0.0	1.0	1.0	16
cellular response to dsRNA(GO:0071359)	16990, 127, 21, 2	12.741	0.0191908914707	0.293246763056	21
cellular response to tumor necrosis factor(GO:0071356)	16990, 22, 122, 3	18.99	0.00180235788707	0.0795352425395	122
import across plasma membrane(GO:0098739)	16990, 0, 94, 0	0.0	1.0	1.0	94
cellular response to interleukin-6(GO:0071354)	16990, 22, 15, 1	51.485	0.0250441978926	0.331288363593	15
negative regulation of cellular protein catabolic process(GO:1903363)	16990, 92, 83, 1	2.225	0.387216581945	1.0	83
gonad development(GO:0008406)	16990, 146, 107, 2	2.175	0.341026132471	0.963203580261	107
triglyceride catabolic process(GO:0019433)	16990, 0, 26, 0	0.0	1.0	1.0	26
mitotic G2/M transition checkpoint(GO:0044818)	16990, 0, 28, 0	0.0	1.0	1.0	28
megakaryocyte development(GO:0035855)	16990, 0, 15, 0	0.0	1.0	1.0	15
suckling behavior(GO:0001967)	16990, 0, 13, 0	0.0	1.0	1.0	13
startle response(GO:0001964)	16990, 0, 13, 0	0.0	1.0	1.0	13
negative regulation of response to endoplasmic reticulum stress(GO:1903573)	16990, 132, 44, 1	2.925	0.291856556959	0.881675971062	44
synaptic transmission, dopaminergic(GO:0001963)	16990, 0, 15, 0	0.0	1.0	1.0	15
positive regulation of stem cell proliferation(GO:2000648)	16990, 105, 38, 1	4.258	0.214371338362	0.745572044484	38
regulation of sodium ion transmembrane transporter activity(GO:2000649)	16990, 31, 52, 1	10.54	0.140455950006	0.605088872291	52
regulation of NMDA receptor activity(GO:2000310)	16990, 22, 20, 1	38.614	0.0357410916842	0.379476549239	20
regulation of AMPA receptor activity(GO:2000311)	16990, 0, 25, 0	0.0	1.0	1.0	25
snoRNA 3'-end processing(GO:0031126)	16990, 0, 11, 0	0.0	1.0	1.0	11
pharyngeal system development(GO:0060037)	16990, 28, 18, 1	33.71	0.0367890918346	0.381951345434	18
regulation of T-helper 17 type immune response(GO:2000316)	16990, 0, 19, 0	0.0	1.0	1.0	19
regulation of early endosome to late endosome transport(GO:2000641)	16990, 0, 17, 0	0.0	1.0	1.0	17
negative regulation of catecholamine secretion(GO:0033604)	16990, 0, 15, 0	0.0	1.0	1.0	15
positive regulation of catecholamine secretion(GO:0033605)	16990, 69, 13, 1	18.941	0.0533257643897	0.429643093324	13
regulation of water loss via skin(GO:0033561)	16990, 0, 24, 0	0.0	1.0	1.0	24
fatty acid derivative biosynthetic process(GO:1901570)	16990, 129, 81, 3	4.878	0.0573964553398	0.44152141944	81
regulation of mRNA splicing, via spliceosome(GO:0048024)	16990, 125, 97, 2	2.802	0.247956918959	0.803628807103	97
inorganic anion transmembrane transport(GO:0098661)	16990, 149, 106, 1	1.076	0.608199951753	1.0	106
protein localization to phagophore assembly site(GO:0034497)	16990, 0, 13, 0	0.0	1.0	1.0	13
regulation of heat generation(GO:0031650)	16990, 0, 13, 0	0.0	1.0	1.0	13
regulation of protein binding(GO:0043393)	16990, 127, 214, 7	4.376	0.00467183244213	0.144977509978	214
negative regulation of DNA binding(GO:0043392)	16990, 15, 53, 1	21.371	0.0810840736173	0.504546434799	53
toll-like receptor 4 signaling pathway(GO:0034142)	16990, 135, 18, 2	13.984	0.0162496549815	0.288709414878	18
regulation of toll-like receptor 4 signaling pathway(GO:0034143)	16990, 123, 20, 2	13.813	0.0163261872862	0.288709414878	20
cellular response to glucose starvation(GO:0042149)	16990, 23, 42, 1	17.588	0.0941904184741	0.527195789458	42
regulation of defense response to virus by host(GO:0050691)	16990, 4, 37, 1	114.797	0.0188178339109	0.291041096822	37
early endosome to Golgi transport(GO:0034498)	16990, 0, 12, 0	0.0	1.0	1.0	12
negative regulation of ubiquitin-protein transferase activity(GO:0051444)	16990, 0, 16, 0	0.0	1.0	1.0	16
regulation of meiotic cell cycle(GO:0051445)	16990, 105, 47, 2	6.886	0.0609454290798	0.458759802619	47
positive regulation of meiotic cell cycle(GO:0051446)	16990, 0, 22, 0	0.0	1.0	1.0	22
positive regulation of interleukin-13 production(GO:0032736)	16990, 0, 15, 0	0.0	1.0	1.0	15
regulation of translation in response to stress(GO:0043555)	16990, 0, 16, 0	0.0	1.0	1.0	16
regulation of defense response to bacterium(GO:1900424)	16990, 0, 17, 0	0.0	1.0	1.0	17
positive regulation of ubiquitin-protein transferase activity(GO:0051443)	16990, 53, 32, 1	10.018	0.109292134416	0.548997873405	32
protein autoprocessing(GO:0016540)	16990, 7, 15, 1	161.81	0.0116921976012	0.246664344131	15
nucleotide salvage(GO:0043173)	16990, 0, 15, 0	0.0	1.0	1.0	15
cortical cytoskeleton organization(GO:0030865)	16990, 0, 44, 0	0.0	1.0	1.0	44
negative regulation of protein localization to cell surface(GO:2000009)	16990, 0, 13, 0	0.0	1.0	1.0	13
positive regulation of protein catabolic process(GO:0045732)	16990, 60, 214, 2	2.646	0.336309351062	0.954927968482	214
regulation of nuclear cell cycle DNA replication(GO:0033262)	16990, 0, 16, 0	0.0	1.0	1.0	16
respiratory burst(GO:0045730)	16990, 0, 20, 0	0.0	1.0	1.0	20
regulation of actin filament organization(GO:0110053)	16990, 14, 255, 1	4.759	0.38041121393	1.0	255
positive regulation of interleukin-10 production(GO:0032733)	16990, 134, 31, 1	4.09	0.218307077312	0.751493415716	31
regulation of odontogenesis(GO:0042481)	16990, 151, 27, 1	4.167	0.214339308102	0.745572044484	27
response to fibroblast growth factor(GO:0071774)	16990, 130, 35, 2	7.468	0.0517811953435	0.428021335662	35
positive regulation of DNA repair(GO:0045739)	16990, 28, 65, 1	9.335	0.164797937691	0.655851495011	65
negative regulation of DNA repair(GO:0045738)	16990, 0, 33, 0	0.0	1.0	1.0	33
triglyceride-rich lipoprotein particle remodeling(GO:0034370)	16990, 0, 12, 0	0.0	1.0	1.0	12
regulation of cell cycle checkpoint(GO:1901976)	16990, 0, 32, 0	0.0	1.0	1.0	32
response to BMP(GO:0071772)	16990, 0, 33, 0	0.0	1.0	1.0	33
positive regulation of receptor internalization(GO:0002092)	16990, 0, 25, 0	0.0	1.0	1.0	25
nucleosome organization(GO:0034728)	16990, 115, 150, 5	4.925	0.0111058906803	0.242963987028	150
plasma membrane phospholipid scrambling(GO:0017121)	16990, 0, 17, 0	0.0	1.0	1.0	17
negative regulation of RNA splicing(GO:0033119)	16990, 0, 25, 0	0.0	1.0	1.0	25
negative regulation of receptor internalization(GO:0002091)	16990, 111, 12, 1	12.755	0.0760465636547	0.492306825274	12
multicellular organismal signaling(GO:0035637)	16990, 127, 65, 1	2.058	0.38949017768	1.0	65
positive regulation of viral genome replication(GO:0045070)	16990, 128, 35, 2	7.585	0.0510795960166	0.428021335662	35
ion homeostasis(GO:0050801)	16990, 2, 751, 1	11.312	0.29092575563	0.880287360442	751
ubiquitin-dependent ERAD pathway(GO:0030433)	16990, 132, 65, 1	1.98	0.400199720091	1.0	65
regulation of synapse organization(GO:0050807)	16990, 13, 215, 1	6.079	0.310416030917	0.914330133933	215
regulation of interferon-alpha production(GO:0032647)	16990, 0, 28, 0	0.0	1.0	1.0	28
negative regulation of synaptic transmission(GO:0050805)	16990, 0, 59, 0	0.0	1.0	1.0	59
tube formation(GO:0035148)	16990, 72, 119, 2	3.966	0.183572587659	0.686482891247	119
entry into host cell(GO:0030260)	16990, 0, 99, 0	0.0	1.0	1.0	99
regulation of cell development(GO:0060284)	16990, 64, 898, 9	2.661	0.0316890157492	0.359490956966	898
cGMP metabolic process(GO:0046068)	16990, 0, 18, 0	0.0	1.0	1.0	18
cytoskeleton-dependent intracellular transport(GO:0030705)	16990, 112, 168, 2	1.806	0.441439355525	1.0	168
regulation of GTPase activity(GO:0043087)	16990, 128, 474, 6	1.68	0.368879866321	1.0	474
negative regulation of catalytic activity(GO:0043086)	16990, 5, 767, 1	4.43	0.50276235539	1.0	767
positive regulation of catalytic activity(GO:0043085)	16990, 136, 1393, 20	1.794	0.0448771055523	0.410004092167	1393
regulation of gene expression by genetic imprinting(GO:0006349)	16990, 0, 18, 0	0.0	1.0	1.0	18
type B pancreatic cell development(GO:0003323)	16990, 100, 12, 1	14.158	0.0690134136865	0.474025682121	12
regulation of cell population proliferation(GO:0042127)	16990, 134, 1568, 23	1.86	0.0162249887675	0.288709414878	1568
chromatin silencing(GO:0006342)	16990, 0, 53, 0	0.0	1.0	1.0	53
methylation-dependent chromatin silencing(GO:0006346)	16990, 0, 12, 0	0.0	1.0	1.0	12
cellular hormone metabolic process(GO:0034754)	16990, 22, 112, 1	6.895	0.22902704102	0.773609597827	112
regulation of NLRP3 inflammasome complex assembly(GO:1900225)	16990, 0, 15, 0	0.0	1.0	1.0	15
regulation of cellular extravasation(GO:0002691)	16990, 0, 25, 0	0.0	1.0	1.0	25
positive regulation of oligodendrocyte differentiation(GO:0048714)	16990, 0, 17, 0	0.0	1.0	1.0	17
membrane lipid catabolic process(GO:0046466)	16990, 0, 33, 0	0.0	1.0	1.0	33
membrane lipid biosynthetic process(GO:0046467)	16990, 0, 124, 0	0.0	1.0	1.0	124
acylglycerol catabolic process(GO:0046464)	16990, 0, 33, 0	0.0	1.0	1.0	33
alpha-amino acid metabolic process(GO:1901605)	16990, 14, 214, 1	5.671	0.322316981963	0.933164803844	214
acylglycerol biosynthetic process(GO:0046463)	16990, 0, 20, 0	0.0	1.0	1.0	20
alpha-amino acid biosynthetic process(GO:1901607)	16990, 0, 67, 0	0.0	1.0	1.0	67
alpha-amino acid catabolic process(GO:1901606)	16990, 0, 99, 0	0.0	1.0	1.0	99
positive regulation of ubiquitin-dependent protein catabolic process(GO:2000060)	16990, 127, 97, 3	4.138	0.0824387524692	0.505788288084	97
microtubule organizing center organization(GO:0031023)	16990, 0, 68, 0	0.0	1.0	1.0	68
response to lead ion(GO:0010288)	16990, 0, 24, 0	0.0	1.0	1.0	24
regulation of necrotic cell death(GO:0010939)	16990, 127, 26, 1	5.145	0.177994115589	0.672546501166	26
regulation of RNA stability(GO:0043487)	16990, 130, 136, 4	3.844	0.0563076014998	0.436134562341	136
protein import(GO:0017038)	16990, 61, 122, 1	2.283	0.44942267177	1.0	122
sperm-egg recognition(GO:0035036)	16990, 113, 52, 1	2.891	0.298563703303	0.893636759103	52
angiogenesis involved in wound healing(GO:0060055)	16990, 113, 15, 1	10.024	0.0958246824089	0.527195789458	15
G protein-coupled glutamate receptor signaling pathway(GO:0007216)	16990, 0, 15, 0	0.0	1.0	1.0	15
negative regulation of centrosome cycle(GO:0046606)	16990, 0, 14, 0	0.0	1.0	1.0	14
cellular monovalent inorganic cation homeostasis(GO:0030004)	16990, 51, 94, 1	3.544	0.330983973486	0.946636574237	94
cellular potassium ion homeostasis(GO:0030007)	16990, 0, 13, 0	0.0	1.0	1.0	13
regulation of centrosome cycle(GO:0046605)	16990, 0, 58, 0	0.0	1.0	1.0	58
metal ion transport(GO:0030001)	16990, 2, 621, 1	13.68	0.244089480358	0.800866576072	621
response to acid chemical(GO:0001101)	16990, 41, 332, 2	2.496	0.403015620628	1.0	332
cellular anion homeostasis(GO:0030002)	16990, 0, 11, 0	0.0	1.0	1.0	11
membrane depolarization during cardiac muscle cell action potential(GO:0086012)	16990, 0, 17, 0	0.0	1.0	1.0	17
membrane depolarization during action potential(GO:0086010)	16990, 0, 30, 0	0.0	1.0	1.0	30
regulation of cell growth involved in cardiac muscle cell development(GO:0061050)	16990, 0, 16, 0	0.0	1.0	1.0	16
somite development(GO:0061053)	16990, 0, 15, 0	0.0	1.0	1.0	15
membrane disassembly(GO:0030397)	16990, 0, 16, 0	0.0	1.0	1.0	16
regulation of non-motile cilium assembly(GO:1902855)	16990, 0, 13, 0	0.0	1.0	1.0	13
nucleoside salvage(GO:0043174)	16990, 0, 16, 0	0.0	1.0	1.0	16
mitochondrial electron transport, cytochrome c to oxygen(GO:0006123)	16990, 0, 11, 0	0.0	1.0	1.0	11
mitochondrial electron transport, ubiquinol to cytochrome c(GO:0006122)	16990, 0, 11, 0	0.0	1.0	1.0	11
peptide catabolic process(GO:0043171)	16990, 0, 29, 0	0.0	1.0	1.0	29
mitochondrial electron transport, NADH to ubiquinone(GO:0006120)	16990, 0, 38, 0	0.0	1.0	1.0	38
negative regulation of digestive system process(GO:0060457)	16990, 0, 19, 0	0.0	1.0	1.0	19
positive regulation of digestive system process(GO:0060456)	16990, 0, 11, 0	0.0	1.0	1.0	11
negative regulation of single stranded viral RNA replication via double stranded DNA intermediate(GO:0045869)	16990, 0, 11, 0	0.0	1.0	1.0	11
regulation of gastric acid secretion(GO:0060453)	16990, 117, 12, 1	12.101	0.0798828272736	0.500774789051	12
regulation of peptide secretion(GO:0002791)	16990, 18, 463, 5	10.193	0.000608685958144	0.0457465540417	463
negative regulation of receptor signaling pathway via STAT(GO:1904893)	16990, 127, 20, 1	6.689	0.139813852514	0.605088872291	20
regulation of receptor signaling pathway via STAT(GO:1904892)	16990, 128, 127, 2	2.09	0.359875541536	1.0	127
CD4-positive, alpha-beta T cell lineage commitment(GO:0043373)	16990, 0, 11, 0	0.0	1.0	1.0	11
drug metabolic process(GO:0017144)	16990, 120, 569, 5	1.244	0.660694676237	1.0	569
